Breakdown,2022-02-28,2021-02-28,2020-02-29,2019-02-28
researchDevelopment,,,,
effectOfAccountingCharges,,,,
incomeBeforeTax,310400000,2542900000,-945200000,4145000000
minorityInterest,315900000,330200000,342500000,286200000
netIncome,-40400000,1998000000,-11800000,3435900000
sellingGeneralAdministrative,1701000000,1632500000,1564900000,1482100000
grossProfit,4711000000,4574300000,4285500000,4103400000
ebit,3010000000,2941800000,2720600000,2631400000
operatingIncome,3010000000,2941800000,2720600000,2631400000
otherOperatingExpenses,,,,-10100000.0
interestExpense,-356400000,-385700000,-428700000,-367100000
extraordinaryItems,,,,
nonRecurring,,,,
otherItems,,,,
incomeTaxExpense,309400000,511100000,-966600000,685900000
totalRevenue,8820700000,8614900000,8343500000,8116000000
totalOperatingExpenses,5810700000,5673100000,5622900000,5484600000
costOfRevenue,4109700000,4040600000,4058000000,4012600000
totalOtherIncomeExpenseNet,-2699600000,-398900000,-3665800000,1513600000
discontinuedOperations,,,,
netIncomeFromContinuingOps,1000000,2031800000,21400000,3459100000
netIncomeApplicableToCommonShares,-40400000,1998000000,-11800000,3435900000
